Razón Social;Gpo de Cliente;ClaseDoc.;Num.Factura;Sector;Canal;Fecha.Doc;Zona.Vtas;Almacen;Denominacion Material;Cantidad UMV;UM.Vtas;Cantidad UMB;UM.Base;Prec.Unitario;Monto Neto;IVA;Importe Final;Doc.Comercial;Cond.Pago;Fec.Venc.;Moneda.Doc.;Status de Anulacion;Doc.Anulac;Grp.Vend;Vendedor;Referencia;Pedido.Vta;Jerarquía 1;Jerarquía 2;Jerarquía 3;UM.Peso;Peso.Fact;Peso.Total;Um.PesoGen;Ramo;Gr.Material;Gr.Articulo;Tipo.Cambio;Mes;Ejercicio;Prec.Unitario 2;Monto Neto 2;IVA 2;Importe Final 2;Conc.Busq;Codigo_Mat;Listas_precios;;Cod_cliente;;Ind_retcl;Ind_auto_retcl;fechahora;CodMot;Tx Motivo;CodVend;OrgVtas
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138985;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS CHAMPU CABELLO CLARO(10x200ML);0,100;CS;1,000;ST;15221,50;1522,15;243,54;1765,69;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628636;1351011153;Chicco;200;Claro;KG;0,203;;0,203;Cadena Regional;PH-Champú;HIGIENE PERSONAL;390,29440;02;2026;39,00;3,90;0,62;4,52;CUENTAS CLAVE;50000964;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138985;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS CHAMPU CABELLONORMAL(10x200ML);0,100;CS;1,000;ST;15221,50;1522,15;243,54;1765,69;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628636;1351011153;Chicco;200;Original;KG;0,217;;0,217;Cadena Regional;PH-Champú;HIGIENE PERSONAL;390,29440;02;2026;39,00;3,90;0,62;4,52;CUENTAS CLAVE;50000963;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138985;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;LADY FACE DISCOS DE ALGODON (24x80UN);0,208;CS;5,000;PAQ;25706,97;5347,05;855,53;6202,58;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628636;1351011153;Lady Face;80;Original;KG;258,800;;258,800;Cadena Regional;PH-Cotton Round;ALGODONES PT;390,29440;02;2026;65,87;13,70;2,19;15,89;CUENTAS CLAVE;50001137;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS JABON EN BARRA P/NIÑOS(30x90);0,133;CS;4,000;ST;22772,03;3028,68;484,59;3513,27;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;90;Original;G;360,000;;0,360;Cadena Regional;PH-Jabon en barra;HIGIENE PERSONAL;390,29440;02;2026;58,35;7,76;1,24;9,00;CUENTAS CLAVE;50001039;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS ACEITE (10x220ML);0,200;CS;2,000;ST;22324,80;4464,96;714,39;5179,35;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;220;Original;KG;0,364;;0,364;Cadena Regional;PH-Aceite;HIGIENE PERSONAL;390,29440;02;2026;57,20;11,44;1,83;13,27;CUENTAS CLAVE;50000971;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS COLONIA (10x220ML);0,700;CS;7,000;ST;18929,30;13250,51;2120,09;15370,60;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;220;Original;KG;1,386;;1,386;Cadena Regional;PH-Colonia;HIGIENE PERSONAL;390,29440;02;2026;48,50;33,95;5,43;39,38;CUENTAS CLAVE;50000970;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS TH ORIGINAL (24x72UN);0,292;CS;7,000;PAQ;23578,01;6884,78;1101,56;7986,34;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;72;Original;KG;2,786;;2,786;Cadena Regional;PH-TH Flow Pack;TOALLAS HUMEDAS;390,29440;02;2026;60,41;17,64;2,82;20,46;CUENTAS CLAVE;50000974;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS LOCION (10x200ML);0,100;CS;1,000;ST;15533,70;1553,37;248,54;1801,91;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;200;Original;KG;0,196;;0,196;Cadena Regional;PH-Loción;HIGIENE PERSONAL;390,29440;02;2026;39,80;3,98;0,64;4,62;CUENTAS CLAVE;50000965;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS TALCO (24x200G);0,167;CS;4,000;ST;49546,35;8274,24;1323,88;9598,12;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;200;Original;G;800,000;;0,800;Cadena Regional;PH-Talco;HIGIENE PERSONAL;390,29440;02;2026;126,95;21,20;3,39;24,59;CUENTAS CLAVE;50000969;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Cuidado Personal;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO BS TH ORIGINAL (20x48UN);0,850;CS;17,000;PAQ;13738,40;11677,64;1868,42;13546,06;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;48;Original;KG;4,403;;4,403;Cadena Regional;PH-TH Flow Pack;TOALLAS HUMEDAS;390,29440;02;2026;35,20;29,92;4,79;34,71;CUENTAS CLAVE;50000975;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Absorbentes;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO PAÑAL DE NIÑO G REG (8X20UN);0,125;PAK;1,000;PAQ;18172,08;2271,51;363,44;2634,95;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;20;Pañal Desechable;KG;0,674;;0,674;Cadena Regional;PH-Pañal Anatóm. T3;ABSORBENTES NIÑOS;390,29440;02;2026;46,56;5,82;0,93;6,75;CUENTAS CLAVE;50000992;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000138986;Absorbentes;Venta Directa;20260212;Zona Metropolitana;3000;CHICCO PAÑAL DE NIÑO XG REG (8X20UN);0,375;PAK;3,000;PAQ;18734,16;7025,31;1124,05;8149,36;Factura;Crédito 15 Días;20260227;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628637;1351011154;Chicco;20;Pañal Desechable;KG;963,000;;963,000;Cadena Regional;PH-Pañal Anatóm. T3;ABSORBENTES NIÑOS;390,29440;02;2026;48,00;18,00;2,88;20,88;CUENTAS CLAVE;50000993;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139187;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO PAÑAL DE NIÑO XXG REG (8X20UN);0,375;PAK;3,000;PAQ;19139,76;7177,41;1148,39;8325,80;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628880;1351011163;Chicco;20;Pañal Desechable;KG;963,000;;963,000;Cadena Regional;PH-Pañal Anatóm. T3;ABSORBENTES NIÑOS;398,74560;02;2026;48,00;18,00;2,88;20,88;CUENTAS CLAVE;50001139;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139187;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO PAÑAL DE NIÑO XG REG (8X20UN);0,625;PAK;5,000;PAQ;19139,76;11962,35;1913,97;13876,32;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628880;1351011163;Chicco;20;Pañal Desechable;KG;1605,000;;1605,000;Cadena Regional;PH-Pañal Anatóm. T3;ABSORBENTES NIÑOS;398,74560;02;2026;48,00;30,00;4,80;34,80;CUENTAS CLAVE;50000993;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;FRIENDS TS NOCTURNA CON ALAS (36X10UN);0,694;CS;25,000;PAQ;34042,87;23625,75;3780,11;27405,86;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Friends;14;Ultra Delgada;KG;2,900;;2,900;Cadena Regional;PH-Toalla Sanitaria;ABSORBENTES FEMENINA;398,74560;02;2026;85,37;59,25;9,48;68,73;CUENTAS CLAVE;50001067;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;FRIENDS TS XTREME SEC REGULAR (12x14UN);1,417;PAK;17,000;PAQ;10572,27;14980,91;2396,95;17377,86;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Friends;14;Regular;KG;1,479;;1,479;Cadena Regional;PH-Toalla Sanitaria;ABSORBENTES FEMENINA;398,74560;02;2026;26,51;37,57;6,01;43,58;CUENTAS CLAVE;50001108;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;SECUREZZA CLASSIC M REG (6x6UN);0,667;PAK;4,000;PAQ;15184,59;10128,12;1620,50;11748,62;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Securezza;6;Classic;KG;1,812;;1,812;Cadena Regional;PH-Protector Incont.;INCONTINENCIA;398,74560;02;2026;38,08;25,40;4,06;29,46;CUENTAS CLAVE;50000626;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;SECUREZZA CLASSIC L REG (6x6UN);0,500;PAK;3,000;PAQ;17919,60;8959,80;1433,57;10393,37;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Securezza;6;Classic;KG;1636,500;;1636,500;Cadena Regional;PH-Protector Incont.;INCONTINENCIA;398,74560;02;2026;44,94;22,47;3,60;26,07;CUENTAS CLAVE;50000627;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;SECUREZZA POST PARTO PREMIUM (12X10UN);0,667;PAK;8,000;PAQ;10712,92;7145,52;1143,28;8288,80;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Securezza;10;Anatómica;KG;0,960;;0,960;Cadena Regional;PH-Toalla Post-Parto;INCONTINENCIA;398,74560;02;2026;26,87;17,92;2,87;20,79;CUENTAS CLAVE;50000632;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;SECUREZZA PROTECTOR DE CAMA (6X10UN);0,500;PAK;3,000;PAQ;17728,20;8864,10;1418,26;10282,36;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Securezza;10;Protector de Cama;KG;2,190;;2,190;Cadena Regional;PH-Protector de Cama;INCONTINENCIA;398,74560;02;2026;44,46;22,23;3,56;25,79;CUENTAS CLAVE;50000957;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;FRIENDS PD REGULAR S/P (12X40UN);1,167;PAK;14,000;PAQ;11911,16;13900,32;2224,05;16124,37;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Friends;40;Regular;KG;0,994;;0,994;Cadena Regional;PH-Protector Diario;ABSORBENTES FEMENINA;398,74560;02;2026;29,87;34,86;5,58;40,44;CUENTAS CLAVE;50001106;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;LADY FACE DISCOS DE ALGODON (24x80UN);0,042;CS;1,000;PAQ;26013,33;1092,56;174,81;1267,37;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Lady Face;80;Original;KG;51,760;;51,760;Cadena Regional;PH-Cotton Round;ALGODONES PT;398,74560;02;2026;65,24;2,74;0,44;3,18;CUENTAS CLAVE;50001137;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139188;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS CHAMPU CABELLONORMAL(10x200ML);0,200;CS;2,000;ST;15551,10;3110,22;497,64;3607,86;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628881;1351011164;Chicco;200;Original;KG;0,434;;0,434;Cadena Regional;PH-Champú;HIGIENE PERSONAL;398,74560;02;2026;39,00;7,80;1,25;9,05;CUENTAS CLAVE;50000963;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS TH ORIGINAL (24x72UN);0,167;CS;4,000;PAQ;24068,02;4019,36;643,10;4662,46;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;72;Original;KG;1,592;;1,592;Cadena Regional;PH-TH Flow Pack;TOALLAS HUMEDAS;398,74560;02;2026;60,36;10,08;1,61;11,69;CUENTAS CLAVE;50000974;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS TH ORIGINAL (20x48UN);0,400;CS;8,000;PAQ;14035,80;5614,32;898,29;6512,61;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;48;Original;KG;2,072;;2,072;Cadena Regional;PH-TH Flow Pack;TOALLAS HUMEDAS;398,74560;02;2026;35,20;14,08;2,25;16,33;CUENTAS CLAVE;50000975;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Absorbentes;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO PAÑAL DE NIÑO G REG (8X20UN);0,625;PAK;5,000;PAQ;18565,60;11603,50;1856,56;13460,06;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;20;Pañal Desechable;KG;3,370;;3,370;Cadena Regional;PH-Pañal Anatóm. T3;ABSORBENTES NIÑOS;398,74560;02;2026;46,56;29,10;4,66;33,76;CUENTAS CLAVE;50000992;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS CHAMPU CABELLO CLARO(10x200ML);0,400;CS;4,000;ST;15551,10;6220,44;995,27;7215,71;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;200;Claro;KG;0,812;;0,812;Cadena Regional;PH-Champú;HIGIENE PERSONAL;398,74560;02;2026;39,00;15,60;2,50;18,10;CUENTAS CLAVE;50000964;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS TALCO (24x200G);0,333;CS;8,000;ST;50771,17;16906,80;2705,09;19611,89;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;200;Original;G;1600,000;;1,600;Cadena Regional;PH-Talco;HIGIENE PERSONAL;398,74560;02;2026;127,33;42,40;6,78;49,18;CUENTAS CLAVE;50000969;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS LOCION (10x200ML);0,600;CS;6,000;ST;15870,10;9522,06;1523,53;11045,59;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;200;Original;KG;1,176;;1,176;Cadena Regional;PH-Loción;HIGIENE PERSONAL;398,74560;02;2026;39,80;23,88;3,82;27,70;CUENTAS CLAVE;50000965;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS COLONIA (10x220ML);0,600;CS;6,000;ST;19339,20;11603,52;1856,56;13460,08;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;220;Original;KG;1,188;;1,188;Cadena Regional;PH-Colonia;HIGIENE PERSONAL;398,74560;02;2026;48,50;29,10;4,66;33,76;CUENTAS CLAVE;50000970;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS ACEITE (10x220ML);0,300;CS;3,000;ST;22808,20;6842,46;1094,79;7937,25;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;220;Original;KG;0,546;;0,546;Cadena Regional;PH-Aceite;HIGIENE PERSONAL;398,74560;02;2026;57,20;17,16;2,75;19,91;CUENTAS CLAVE;50000971;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;Fact. Nac. Consig PH;6000139189;Cuidado Personal;Venta Directa;20260219;Zona Metropolitana;3000;CHICCO BS JABON EN BARRA P/NIÑOS(30x90);0,200;CS;6,000;ST;23207,10;4641,42;742,63;5384,05;Factura;Crédito 15 Días;20260306;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628882;1351011165;Chicco;90;Original;G;540,000;;0,540;Cadena Regional;PH-Jabon en barra;HIGIENE PERSONAL;398,74560;02;2026;58,20;11,64;1,86;13,50;CUENTAS CLAVE;50001039;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;;;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044783;Común;Venta Directa;20260209;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-408,74;-65,40;-474,14;Abono;Crédito 15 Días;20260224;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628245;1013036467;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;382,63180;02;2026;0,00;-1,07;-0,17;-1,24;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044784;Común;Venta Directa;20260209;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-1967,04;-314,73;-2281,77;Abono;Crédito 15 Días;20260224;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628246;1013036468;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;382,63180;02;2026;0,00;-5,14;-0,82;-5,96;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044785;Común;Venta Directa;20260209;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-2241,69;-358,67;-2600,36;Abono;Crédito 15 Días;20260224;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628247;1013036469;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;382,63180;02;2026;0,00;-5,86;-0,94;-6,80;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044879;Común;Venta Directa;20260218;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-1752,93;-280,47;-2033,40;Abono;Crédito 15 Días;20260305;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628830;1013036575;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;396,36740;02;2026;0,00;-4,42;-0,71;-5,13;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044880;Común;Venta Directa;20260218;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-1780,68;-284,91;-2065,59;Abono;Crédito 15 Días;20260305;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628831;1013036576;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;396,36740;02;2026;0,00;-4,49;-0,72;-5,21;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
SUPERMERCADOS UNICASA, C.A.;Cadenas;N/C FI Pharsana;6200044881;Común;Venta Directa;20260218;Zona Metropolitana;;NC DSCTO 3% CENTRALIZACION;0,000;;0,000;;0,00;-70,25;-11,24;-81,49;Abono;Crédito 15 Días;20260305;VED;NA;;GV Ger. Reg. CClave;BETTINA Y. CALDERON;00-0628832;1013036577;Descuentos;;;KG;0,000;;0,000;Cadena Regional;Descuentos;;396,36740;02;2026;0,00;-0,18;-0,03;-0,21;CUENTAS CLAVE;91000049;Cadenas;;0010000139;10;01;X;20.02.2026 - 22:04:24;Z52;Dcto Promocional No Reflejado En Factura;00100140;1000
VIVERES DE CANDIDO, C.A. (VIDECA);Cadenas;Fact. Nac. Pharsana;6000139037;Absorbentes;Venta Directa;20260218;Zona Occidente;3000;SECUREZZA COMFORT M REG (6x6UN);1,000;PAK;6,000;PAQ;12218,04;12218,04;1954,89;14172,93;Factura;Crédito 21 días;20260311;VED;NA;;GV. Ger. Reg. Occid.;RICHIE K. MORILLO;00-0628712;1002066144;Securezza;6;Classic;KG;3,042;;3,042;Cadena Regional;PH-Protector Incont.;INCONTINENCIA;396,36740;02;2026;30,83;30,83;4,93;35,76;COMERCIO TRADICIONAL;50000921;Cadenas;;0010000143;10;01;X;20.02.2026 - 22:04:24;;;00100105;1000
VIVERES DE CANDIDO, C.A. (VIDECA);Cadenas;Fact. Nac. Pharsana;6000139037;Absorbentes;Venta Directa;20260218;Zona Occidente;3000;SECUREZZA POST PARTO (12X15UN);1,000;PAK;12,000;PAQ;9631,71;9631,71;1541,07;11172,78;Factura;Crédito 21 días;20260311;VED;NA;;GV. Ger. Reg. Occid.;RICHIE K. MORILLO;00-0628712;1002066144;Securezza;15;Anatómica;KG;2,508;;2,508;Cadena Regional;PH-Toalla Post-Parto;INCONTINENCIA;396,36740;02;2026;24,30;24,30;3,89;28,19;COMERCIO TRADICIONAL;50001021;Cadenas;;0010000143;10;01;X;20.02.2026 - 22:04:24;;;00100105;1000
