Razón Social;Gpo de Cliente;ClaseDoc.;Num.Factura;Sector;Canal;Fecha.Doc;Zona.Vtas;Almacen;Denominacion Material;Cantidad UMV;UM.Vtas;Cantidad UMB;UM.Base;Prec.Unitario;Monto Neto;IVA;Importe Final;Doc.Comercial;Cond.Pago;Fec.Venc.;Moneda.Doc.;Status de Anulacion;Doc.Anulac;Grp.Vend;Vendedor;Referencia;Pedido.Vta;Jerarquía 1;Jerarquía 2;Jerarquía 3;UM.Peso;Peso.Fact;Peso.Total;Um.PesoGen;Ramo;Gr.Material;Gr.Articulo;Tipo.Cambio;Mes;Ejercicio;Prec.Unitario 2;Monto Neto 2;IVA 2;Importe Final 2;Conc.Busq;Codigo_Mat;Listas_precios;;Cod_cliente;;Ind_retcl;Ind_auto_retcl;fechahora;CodMot;Tx Motivo;CodVend;OrgVtas
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019744;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151833;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019745;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151834;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019746;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151835;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019747;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,10;SER;0,96;SER;294,61;256,11;0,00;373,28;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151836;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;317,00;272,72;0,00;375,07;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019750;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151840;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019751;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151841;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019754;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151844;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019755;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151845;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019756;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151846;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019757;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151847;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019758;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151848;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019759;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151849;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019761;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151851;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019762;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151852;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019763;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151853;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019764;Botellas;Venta Directa;20251105;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;429,80;7736,37;1237,82;8974,19;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151854;1302007583;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;429,80;7736,37;1237,82;8974,19;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019765;Servicios;Venta Directa;20251105;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251120;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151855;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019766;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151856;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019767;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151857;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019768;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151858;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019769;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151859;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019770;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151860;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019771;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151861;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019772;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151862;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019773;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,07;SER;0,96;SER;308,79;331,65;0,00;373,64;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151863;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;277,41;282,11;0,00;330,47;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019774;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151864;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019775;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151866;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019776;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;2,000;PAL;2520,000;PZA;413,24;826,48;132,24;958,72;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151868;1302007599;Farma S/Impresión;Ambar;120 ml.;G;131040,000;TO;0,131;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;826,48;132,24;958,72;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019777;Botellas;Venta Directa;20251106;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,24;7438,36;1190,14;8628,50;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151869;1302007599;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,24;7438,36;1190,14;8628,50;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019778;Servicios;Venta Directa;20251106;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251121;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151870;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019789;Botellas;Venta Directa;20251109;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;18,000;PAL;22680,000;PZA;413,22;7437,91;1190,07;8627,98;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151881;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1179360,000;TO;1,179;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;7437,91;1190,07;8627,98;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019790;Servicios;Venta Directa;20251109;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151882;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019791;Botellas;Venta Directa;20251109;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;22,000;PAL;27720,000;PZA;413,22;9090,77;1454,52;10545,29;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151883;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1441440,000;TO;1,441;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;9090,77;1454,52;10545,29;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019792;Servicios;Venta Directa;20251109;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151884;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019793;Botellas;Venta Directa;20251109;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;24,000;PAL;30240,000;PZA;413,22;9917,21;1586,75;11503,96;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151886;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1572480,000;TO;1,572;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;9917,21;1586,75;11503,96;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019794;Servicios;Venta Directa;20251109;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151887;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019795;Botellas;Venta Directa;20251109;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;24,000;PAL;30240,000;PZA;413,22;9917,21;1586,75;11503,96;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151888;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1572480,000;TO;1,572;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;9917,21;1586,75;11503,96;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019796;Servicios;Venta Directa;20251109;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151889;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019797;Botellas;Venta Directa;20251109;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;20,000;PAL;25200,000;PZA;413,22;8264,34;1322,29;9586,63;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151890;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1310400,000;TO;1,310;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;8264,34;1322,29;9586,63;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019798;Servicios;Venta Directa;20251109;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;318,00;318,00;0,00;318,00;Factura;Crédito 15 Días;20251124;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151891;1302007584;Servicios Administrat.;;;KG;0,000;TO;0,000;Alimentos;Fletes;FLETE PROD TERMINADO;0,00000;11;2025;318,00;318,00;0,00;318,00;;91000036;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
CERVECERIA POLAR, C.A;Embotelladoras;Fact. Nac. Proy. PET;8000019799;Botellas;Venta Directa;20251110;Zona Metropolitana;3000;BOTELLAS  AMBAR  1,5L MALTIN POLAR 52Gr;24,000;PAL;30240,000;PZA;413,22;9917,21;1586,75;11503,96;Factura;Crédito 15 Días;20251125;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0151892;1302007604;Farma S/Impresión;Ambar;120 ml.;G;1572480,000;TO;1,572;Alimentos;PP-Botella;BOTELLAS GASEOSAS;0,00000;11;2025;413,22;9917,21;1586,75;11503,96;;70000776;Precio Base General;;0010001106;17;;N;03.12.2025 - 11:15:05;;;00130005;1300
